property_id,city,district,property_type,built_up_area_sqft,price_inr,price_per_sqft_inr,bedrooms,bathrooms,age_years,facing,amenities,amenities_count,walkability_score,monthly_rental_estimate_inr,annual_rental_yield_pct,price_category,estimated_roi_5yr_pct,listing_date,days_on_market,status,registration_days,is_gated_community,has_maintenance_fee,monthly_maintenance_inr
PROP00754,Mumbai,Dadar,Studio,523,50000000,95602,0,1,28,East,Concierge; AC; Parking; Pool; Gym; Playground,6,5,198181,4.76,Luxury,48.78,2024-09-18,322,Available,56,True,False,0
PROP00755,Bangalore,Marathahalli,Penthouse,5786,30000000,5184,6,4,25,East,Elevator; Concierge; Garden; Library; AC; Pool; Security; Gym,8,5,124795,4.99,Luxury,49.96,2025-03-22,231,Available,176,True,False,0
PROP00756,Pune,Kondhwa,Apartment,2257,15000000,6645,4,2,12,North,Garden; Library; Parking; AC; Gym; Concierge,6,5,41090,3.29,Premium,41.44,2024-07-09,323,Sold,87,False,False,30000
PROP00757,Mumbai,Dadar,Independent House,1560,50000000,32051,4,3,29,South,Security; Library; Parking,3,8,189174,4.54,Luxury,47.7,2025-11-17,168,Available,65,False,False,100000
PROP00758,Hyderabad,Kondapur,Penthouse,9328,12000000,1286,6,4,7,East,Elevator; AC; Security; Library; Concierge; Gym,6,8,48371,4.84,Premium,49.19,2025-06-10,340,Sold,88,False,False,0
PROP00759,Chennai,Velachery,Independent House,3980,10000000,2512,4,2,20,North-West,Security; Playground; Concierge,3,7,37519,4.5,Premium,47.51,2026-04-08,183,Sold,53,True,True,0
PROP00760,Pune,Viman Nagar,Studio,350,15000000,42857,0,1,29,North-West,Concierge; Security; Library; Elevator; Gym; AC; Playground,7,10,50804,4.06,Premium,45.32,2025-04-16,224,Available,177,False,True,30000
PROP00761,Delhi,Rohini,Penthouse,4606,40000000,8684,5,2,25,North,AC; Playground; Gym; Garden; Elevator; Pool; Security; Library,8,6,158868,4.77,Luxury,48.83,2024-07-04,196,Rented,129,False,False,80000
PROP00762,Mumbai,Navi Mumbai,Apartment,1087,50000000,45998,3,1,24,South-West,Playground; Elevator; Security; Parking; Pool; Concierge; Garden; AC,8,9,154418,3.71,Luxury,43.53,2024-08-26,325,Available,93,True,False,0
PROP00763,Bangalore,Koramangala,Penthouse,7690,30000000,3901,4,3,12,South-East,Security; Pool; Playground; AC,4,6,121608,4.86,Luxury,49.32,2025-11-13,86,Rented,129,True,False,60000
PROP00764,Chennai,Velachery,Independent House,3669,10000000,2725,4,2,7,North-East,Pool; AC; Library; Parking; Concierge; Gym; Garden,7,8,40826,4.9,Premium,49.5,2024-10-19,250,Available,112,False,False,20000
PROP00765,Mumbai,Bandra,Independent House,4072,50000000,12278,2,1,29,North,Concierge; Elevator; Parking,3,6,194418,4.67,Luxury,48.33,2025-06-07,45,Available,39,False,True,0
PROP00766,Delhi,South Delhi,Independent House,2702,40000000,14803,5,2,10,South-East,Garden; Pool; Elevator; Playground; AC,5,10,114297,3.43,Luxury,42.14,2025-03-11,50,Available,164,True,False,0
PROP00767,Delhi,South Delhi,Apartment,2942,40000000,13596,3,1,22,South,Pool; Security; Elevator; Gym; Parking; Concierge; Garden; AC,8,9,134914,4.05,Luxury,45.24,2024-10-17,245,Available,63,True,False,0
PROP00768,Bangalore,Koramangala,Penthouse,7315,30000000,4101,6,4,12,North,Parking; Playground; Library; Garden,4,10,118201,4.73,Luxury,48.64,2024-09-24,276,Available,145,False,False,0
PROP00769,Bangalore,Koramangala,Studio,422,30000000,71090,1,2,17,East,Playground; Library; Elevator; AC; Parking; Security; Concierge; Gym,8,10,105719,4.23,Luxury,46.14,2026-01-13,171,Rented,139,True,True,60000
PROP00770,Mumbai,South Mumbai,Villa,4513,50000000,11079,5,2,18,South,Garden; Pool; Elevator; AC; Playground; Gym; Parking; Library,8,5,151998,3.65,Luxury,43.24,2025-01-07,285,Available,138,True,True,0
PROP00771,Delhi,Noida,Penthouse,7299,40000000,5480,6,4,12,North-West,Elevator; Concierge; Parking; Garden; Playground; Pool; Library,7,5,152588,4.58,Luxury,47.89,2025-07-19,67,Sold,31,False,True,0
PROP00772,Delhi,Gurgaon,Apartment,2553,40000000,15667,2,1,22,East,Pool; Parking; Garden; Library; Gym; Elevator; Security,7,4,143009,4.29,Luxury,46.45,2024-08-11,194,Available,45,True,True,80000
PROP00773,Pune,Magarpatta,Studio,331,15000000,45317,0,2,11,South-West,AC; Parking; Concierge,3,5,39677,3.17,Premium,40.87,2025-02-02,246,Available,119,False,False,0
PROP00774,Chennai,Besant Nagar,Penthouse,8142,10000000,1228,5,3,4,North-West,Parking; Gym; Playground; Pool; Security; AC,6,7,35961,4.32,Premium,46.58,2025-09-10,282,Sold,43,True,False,20000
PROP00775,Chennai,Thiruvanmiyur,Villa,2518,10000000,3971,6,3,6,East,Garden; Parking; Gym; AC; Pool; Playground,6,7,34447,4.13,Premium,45.67,2024-08-23,52,Available,73,False,False,20000
PROP00776,Chennai,Besant Nagar,Villa,6531,10000000,1531,4,2,28,West,Playground; Elevator; Garden; Library,4,7,40661,4.88,Premium,49.4,2025-08-14,253,Available,148,True,True,0
PROP00777,Delhi,Gurgaon,Apartment,2738,40000000,14609,3,2,27,North-West,Elevator; Concierge; Pool; AC; Garden,5,4,138069,4.14,Luxury,45.71,2025-02-18,127,Available,114,False,False,80000
PROP00778,Bangalore,Jayanagar,Independent House,2066,30000000,14520,3,1,4,South-West,Pool; Parking; Playground,3,5,111305,4.45,Luxury,47.26,2026-03-20,23,Available,39,False,False,0
PROP00779,Hyderabad,Kondapur,Penthouse,7660,12000000,1566,5,3,21,West,Playground; AC; Elevator; Pool,4,10,37886,3.79,Premium,43.94,2026-03-13,104,Sold,40,True,False,0
PROP00780,Bangalore,Jayanagar,Apartment,2745,30000000,10928,3,1,14,South,Playground; Parking; Garden,3,9,82460,3.3,Luxury,41.49,2024-09-30,179,Available,180,True,True,0
PROP00781,Bangalore,Jayanagar,Independent House,4177,30000000,7182,3,1,19,West,Gym; Library; Concierge; Elevator,4,5,99993,4.0,Luxury,45.0,2024-08-29,25,Rented,131,True,True,60000
PROP00782,Bangalore,Koramangala,Apartment,2285,30000000,13129,4,3,24,South-West,Parking; Gym; Pool; Security; Playground; AC; Library; Garden,8,8,81475,3.26,Luxury,41.3,2025-11-10,229,Available,38,True,False,0
PROP00783,Bangalore,Koramangala,Penthouse,9117,30000000,3290,6,3,1,West,Elevator; Garden; Library; AC; Parking,5,9,108016,4.32,Luxury,46.6,2025-02-02,267,Sold,107,True,True,0
PROP00784,Bangalore,Whitefield,Apartment,1565,30000000,19169,1,2,20,East,Parking; Playground; Gym; Security; AC; Elevator; Pool,7,8,93778,3.75,Luxury,43.76,2026-04-27,359,Sold,79,False,False,0
PROP00785,Mumbai,Navi Mumbai,Apartment,1279,50000000,39093,3,1,24,East,Elevator; Concierge; Gym; Library; AC; Pool; Garden; Playground,8,8,160321,3.85,Luxury,44.24,2025-05-12,199,Available,123,False,True,100000
PROP00786,Mumbai,Andheri,Apartment,1039,50000000,48123,1,1,15,East,Library; Pool; Playground,3,8,171460,4.12,Luxury,45.58,2025-08-03,227,Available,45,True,False,0
PROP00787,Hyderabad,Jubilee Hills,Studio,366,12000000,32786,0,1,27,East,AC; Pool; Playground; Parking; Library,5,9,43688,4.37,Premium,46.84,2024-07-26,17,Available,103,True,True,24000
PROP00788,Mumbai,Borivali,Independent House,3161,50000000,15817,5,3,11,South-East,Security; Pool; Playground; Garden; Elevator; Parking,6,10,195292,4.69,Luxury,48.44,2025-09-04,71,Available,57,False,False,0
PROP00789,Mumbai,South Mumbai,Apartment,2673,50000000,18705,1,1,25,South,Pool; Gym; Garden; AC; Playground; Concierge; Elevator,7,7,148014,3.55,Luxury,42.76,2026-02-11,22,Available,162,True,True,0
PROP00790,Pune,Baner,Villa,6855,15000000,2188,3,1,10,South,Gym; Concierge; Pool; AC; Security; Elevator; Garden; Library,8,4,49048,3.92,Premium,44.62,2025-09-22,185,Available,103,False,False,0
PROP00791,Bangalore,Jayanagar,Villa,2935,30000000,10221,4,2,0,South-West,Library; Parking; Playground; Security; Elevator; AC; Garden,7,4,104808,4.19,Luxury,45.96,2024-12-22,3,Available,173,False,True,60000
PROP00792,Hyderabad,Banjara Hills,Villa,5600,12000000,2142,5,3,28,West,Library; Parking; Pool; AC; Security; Gym,6,4,43989,4.4,Premium,46.99,2025-01-13,207,Available,98,False,False,24000
PROP00793,Delhi,Noida,Penthouse,3204,40000000,12484,4,2,1,North,Elevator; Concierge; AC; Gym; Parking; Library,6,8,117512,3.53,Luxury,42.63,2025-09-15,289,Available,47,False,True,0
PROP00794,Bangalore,HSR Layout,Apartment,1697,30000000,17678,2,1,8,South-West,Elevator; AC; Gym; Library; Security; Parking; Garden,7,9,101459,4.06,Luxury,45.29,2024-12-26,102,Sold,46,False,False,60000
PROP00795,Pune,Viman Nagar,Penthouse,7559,15000000,1984,6,4,3,North,Library; Pool; Parking; AC; Garden; Concierge,6,5,51775,4.14,Premium,45.71,2025-09-02,224,Available,112,True,True,0
PROP00796,Hyderabad,Kondapur,Apartment,2900,12000000,4137,4,2,2,North-West,Security; Parking; Library; Concierge; Playground; Pool; Gym; Garden,8,4,39214,3.92,Premium,44.61,2024-11-07,211,Sold,52,True,True,24000
PROP00797,Chennai,T Nagar,Independent House,1889,10000000,5293,2,1,11,North-East,Elevator; AC; Concierge; Pool; Gym; Playground; Garden; Security,8,7,33470,4.02,Premium,45.08,2026-03-03,156,Rented,96,True,True,20000
PROP00798,Pune,Magarpatta,Penthouse,7203,15000000,2082,6,3,18,North,AC; Playground; Concierge; Gym; Security; Pool,6,6,43987,3.52,Premium,42.59,2026-03-28,342,Available,151,True,True,30000
PROP00799,Pune,Camp,Apartment,1626,15000000,9225,4,2,24,South-West,Pool; Parking; Concierge; Playground; Security; AC; Elevator; Library,8,7,50117,4.01,Premium,45.05,2025-01-25,344,Sold,178,False,True,0
PROP00800,Mumbai,Borivali,Independent House,2439,50000000,20500,2,2,28,South-East,Elevator; Library; Pool,3,5,166196,3.99,Luxury,44.94,2024-10-26,146,Sold,154,True,False,0
PROP00801,Delhi,South Delhi,Studio,547,40000000,73126,1,1,9,West,Gym; Library; Security; AC; Concierge; Garden; Playground; Parking,8,7,162370,4.87,Luxury,49.36,2025-03-01,160,Available,160,True,True,0
PROP00802,Mumbai,Bandra,Penthouse,5769,50000000,8667,4,3,4,East,Playground; Garden; Library; Parking,4,7,205638,4.94,Luxury,49.68,2025-09-29,357,Available,166,True,True,0
PROP00803,Bangalore,Indiranagar,Studio,495,30000000,60606,0,2,19,South,Pool; Library; Gym; Security; Concierge; Playground; Parking,7,9,116484,4.66,Luxury,48.3,2024-09-21,184,Rented,93,True,True,0
PROP00804,Mumbai,Bandra,Villa,5892,50000000,8486,6,3,10,South,Garden; Gym; Security; Parking,4,5,189979,4.56,Luxury,47.8,2024-05-27,143,Available,122,False,False,100000
PROP00805,Delhi,South Delhi,Penthouse,3797,40000000,10534,5,3,20,North,Garden; Security; AC,3,9,127759,3.83,Luxury,44.16,2026-03-11,34,Available,153,True,False,80000
PROP00806,Hyderabad,Kondapur,Apartment,2041,12000000,5879,4,2,3,South,Pool; Concierge; Security; Garden; AC,5,7,46794,4.68,Premium,48.4,2024-08-15,136,Available,126,False,True,0
PROP00807,Chennai,Kilpauk,Penthouse,6607,10000000,1513,5,3,18,South-East,Pool; Playground; AC; Security; Parking,5,9,25821,3.1,Premium,40.49,2026-01-07,30,Sold,76,False,False,20000
PROP00808,Chennai,Thiruvanmiyur,Apartment,1838,10000000,5440,1,1,15,South-West,Library; Gym; Garden,3,9,30239,3.63,Premium,43.14,2025-03-20,52,Rented,62,False,False,0
PROP00809,Hyderabad,Jubilee Hills,Studio,498,12000000,24096,0,1,0,East,Elevator; Security; Parking; Concierge; AC; Playground; Library,7,6,48410,4.84,Premium,49.2,2025-04-25,315,Sold,172,False,False,0
PROP00810,Pune,Baner,Independent House,4732,15000000,3169,5,3,5,South-East,Security; Playground; Library,3,8,48577,3.89,Premium,44.43,2024-11-10,158,Rented,145,False,True,30000
PROP00811,Hyderabad,Kondapur,Apartment,2141,12000000,5604,2,1,27,East,Security; Library; AC; Concierge; Pool,5,7,36730,3.67,Premium,43.36,2025-07-22,310,Available,115,False,True,24000
PROP00812,Mumbai,Navi Mumbai,Studio,332,50000000,150602,0,1,5,North-West,Security; Parking; Concierge; Garden,4,6,164495,3.95,Luxury,44.74,2025-03-30,200,Available,47,True,True,100000
PROP00813,Bangalore,Indiranagar,Apartment,778,30000000,38560,3,2,17,North-West,Library; Gym; AC; Elevator; Security; Concierge; Playground,7,8,124098,4.96,Luxury,49.82,2025-01-07,101,Sold,62,True,True,0
PROP00814,Pune,Baner,Independent House,3327,15000000,4508,3,2,25,South,Parking; Library; Pool; Concierge; Playground,5,9,38836,3.11,Premium,40.53,2024-11-19,176,Available,152,True,False,0
PROP00815,Chennai,Kilpauk,Studio,522,10000000,19157,0,2,17,North-East,Parking; Playground; Security; Concierge; Pool,5,8,36195,4.34,Premium,46.72,2024-06-02,130,Sold,113,False,False,20000
PROP00816,Mumbai,Navi Mumbai,Studio,380,50000000,131578,1,2,9,West,Concierge; Playground; Parking; Library; Pool; Gym; Security; Garden,8,8,184410,4.43,Luxury,47.13,2025-02-10,350,Available,155,True,False,0
PROP00817,Pune,Hinjewadi,Villa,7443,15000000,2015,5,2,15,East,Gym; Garden; Library; Playground,4,9,59943,4.8,Premium,48.98,2025-05-17,32,Sold,168,True,False,30000
PROP00818,Mumbai,Andheri,Independent House,4427,50000000,11294,3,1,12,West,Garden; Playground; Parking; Concierge; Security; Pool; Library,7,9,125984,3.02,Luxury,40.12,2024-05-28,264,Sold,56,True,False,0
PROP00819,Pune,Camp,Independent House,3606,15000000,4159,2,2,11,South-East,Security; Elevator; AC; Playground,4,8,48187,3.85,Premium,44.27,2024-11-16,353,Available,122,True,False,30000
PROP00820,Pune,Kondhwa,Penthouse,3877,15000000,3868,4,3,7,South-West,Elevator; Pool; Parking; Security; Garden; Library; Concierge; Playground,8,8,51697,4.14,Premium,45.68,2025-03-05,80,Rented,161,True,False,0
PROP00821,Pune,Camp,Villa,5926,15000000,2531,3,2,26,South-West,Parking; Security; Library; Pool; Gym; Playground,6,10,41875,3.35,Premium,41.75,2025-12-30,333,Rented,172,True,False,30000
PROP00822,Hyderabad,Madhapur,Villa,6653,12000000,1803,3,1,3,North,AC; Concierge; Gym; Garden; Pool; Security; Playground; Elevator,8,4,41140,4.11,Premium,45.57,2025-10-09,60,Available,41,True,True,24000
PROP00823,Bangalore,Whitefield,Apartment,658,30000000,45592,4,3,13,North-West,Pool; Gym; AC; Security; Playground; Library,6,6,81085,3.24,Luxury,41.22,2024-10-31,191,Available,78,False,True,0
PROP00824,Mumbai,Navi Mumbai,Villa,6530,50000000,7656,5,3,20,North-West,Pool; AC; Gym; Library,4,5,190253,4.57,Luxury,47.83,2024-10-28,159,Sold,110,False,False,100000
PROP00825,Mumbai,South Mumbai,Villa,2138,50000000,23386,6,4,29,South-West,Gym; Playground; Security; Parking,4,4,131211,3.15,Luxury,40.75,2026-04-24,222,Rented,141,False,False,0
PROP00826,Mumbai,South Mumbai,Apartment,2009,50000000,24888,3,2,27,North,Pool; Garden; Security,3,10,170137,4.08,Luxury,45.42,2026-02-01,317,Available,98,False,True,100000
PROP00827,Delhi,Rohini,Villa,5521,40000000,7245,6,3,9,North,Parking; Library; AC; Pool; Garden; Security; Playground,7,9,135995,4.08,Luxury,45.4,2024-10-20,61,Available,174,False,False,80000
PROP00828,Delhi,South Delhi,Independent House,4788,40000000,8354,5,2,11,West,Pool; Concierge; Library; Gym; Playground; Security,6,9,162884,4.89,Luxury,49.43,2025-12-30,233,Available,121,True,False,80000
PROP00829,Delhi,South Delhi,Penthouse,3047,40000000,13127,6,4,29,South-East,Pool; Concierge; Playground; Parking,4,9,107851,3.24,Luxury,41.18,2025-01-01,344,Available,53,True,False,0
PROP00830,Pune,Camp,Villa,2611,15000000,5744,3,1,8,South-West,Elevator; Library; Parking,3,6,41567,3.33,Premium,41.63,2024-09-04,301,Rented,161,True,False,30000
PROP00831,Chennai,Besant Nagar,Independent House,2591,10000000,3859,3,1,26,East,Playground; Security; Elevator; Garden; Gym; Parking; Library,7,6,34632,4.16,Premium,45.78,2026-01-05,1,Sold,157,True,True,20000
PROP00832,Chennai,Thiruvanmiyur,Villa,7768,10000000,1287,5,3,8,East,Concierge; Parking; Garden,3,8,39408,4.73,Premium,48.64,2025-11-14,144,Available,113,True,True,20000
PROP00833,Pune,Camp,Penthouse,4497,15000000,3335,4,3,22,South-East,Garden; Pool; Parking; Elevator; Gym; Library,6,9,39147,3.13,Premium,40.66,2025-05-20,47,Rented,45,True,False,30000
PROP00834,Hyderabad,Madhapur,Studio,305,12000000,39344,0,2,5,East,Pool; Gym; Playground; Elevator; Garden; AC,6,8,30656,3.07,Premium,40.33,2026-03-03,349,Sold,110,True,True,0
PROP00835,Delhi,Pitampura,Apartment,2465,40000000,16227,3,2,22,West,Garden; Parking; Concierge; Elevator; Security,5,6,127475,3.82,Luxury,44.12,2025-12-31,60,Available,150,False,True,80000
PROP00836,Pune,Hinjewadi,Independent House,4821,15000000,3111,2,1,28,South-West,Pool; Gym; Security; Parking; AC; Elevator; Library; Garden,8,5,42079,3.37,Premium,41.83,2025-01-20,225,Rented,122,False,True,0
PROP00837,Bangalore,Jayanagar,Penthouse,3495,30000000,8583,5,3,17,West,Gym; Library; Concierge; Pool; Security; Playground,6,8,124822,4.99,Luxury,49.96,2025-07-12,281,Rented,79,False,True,0
PROP00838,Bangalore,Jayanagar,Independent House,3162,30000000,9487,3,1,10,North,Gym; Concierge; AC; Parking; Playground,5,6,97449,3.9,Luxury,44.49,2025-06-05,82,Available,131,True,True,60000
PROP00839,Hyderabad,Jubilee Hills,Penthouse,5730,12000000,2094,5,2,1,South,Security; Gym; Pool; Concierge; AC; Playground,6,9,40150,4.01,Premium,45.07,2025-04-12,73,Available,34,False,False,0
PROP00840,Chennai,Thiruvanmiyur,Apartment,1125,10000000,8888,2,1,12,South,Elevator; Playground; Garden; Parking; Library; Gym; Pool; Security,8,8,28037,3.36,Premium,41.82,2025-06-27,31,Sold,121,True,True,0
PROP00841,Chennai,Anna Nagar,Apartment,1708,10000000,5854,1,2,6,North-West,Parking; Playground; Security; Garden; AC; Concierge; Elevator; Gym,8,7,40931,4.91,Premium,49.56,2024-12-26,67,Available,78,False,True,0
PROP00842,Chennai,T Nagar,Penthouse,8521,10000000,1173,5,2,29,North-East,Pool; Gym; AC; Garden,4,4,35367,4.24,Premium,46.22,2025-07-07,354,Sold,82,True,True,0
PROP00843,Delhi,Gurgaon,Apartment,1278,40000000,31298,4,2,16,West,Security; Pool; AC; Elevator; Parking; Library; Gym,7,5,122454,3.67,Luxury,43.37,2024-08-22,184,Sold,169,False,True,0
PROP00844,Chennai,Kilpauk,Independent House,2100,10000000,4761,2,2,12,North-West,Gym; Elevator; Library,3,8,34626,4.16,Premium,45.78,2024-07-24,281,Available,139,True,True,0
PROP00845,Chennai,Thiruvanmiyur,Studio,384,10000000,26041,0,1,15,North-East,Security; Parking; Garden; Playground; Pool; Elevator; AC,7,4,41053,4.93,Premium,49.63,2025-04-26,202,Rented,30,False,False,0
PROP00846,Bangalore,Indiranagar,Independent House,1532,30000000,19582,3,1,20,South-East,Gym; Pool; Concierge; AC; Garden,5,7,119942,4.8,Luxury,48.99,2025-11-07,131,Available,167,True,True,60000
PROP00847,Chennai,Kilpauk,Villa,3792,10000000,2637,4,3,10,North,Pool; Gym; AC,3,5,39872,4.78,Premium,48.92,2024-06-20,327,Available,31,False,False,20000
PROP00848,Mumbai,Bandra,Apartment,762,50000000,65616,4,3,14,South-East,Parking; Gym; Security; Playground,4,8,201960,4.85,Luxury,49.24,2025-02-01,279,Available,172,False,False,100000
PROP00849,Mumbai,Bandra,Penthouse,9037,50000000,5532,6,4,9,West,Library; Gym; Garden; Elevator,4,9,192008,4.61,Luxury,48.04,2025-11-12,235,Sold,66,False,False,100000
PROP00850,Mumbai,Andheri,Studio,487,50000000,102669,0,1,0,North,Pool; Elevator; Playground; Library; AC; Concierge,6,10,160954,3.86,Luxury,44.31,2025-11-23,35,Available,73,False,True,0
PROP00851,Chennai,Anna Nagar,Independent House,3816,10000000,2620,2,2,3,South-East,AC; Library; Garden,3,8,34176,4.1,Premium,45.51,2024-09-19,354,Rented,148,False,True,20000
PROP00852,Pune,Camp,Penthouse,3364,15000000,4458,6,3,24,South-West,Garden; Concierge; Elevator; Gym; Security,5,5,41364,3.31,Premium,41.55,2024-09-26,142,Available,160,False,False,30000
PROP00853,Chennai,Anna Nagar,Penthouse,4131,10000000,2420,4,3,5,North-East,Gym; Parking; Garden,3,5,35421,4.25,Premium,46.25,2025-09-22,130,Available,45,True,False,0
PROP00854,Pune,Magarpatta,Villa,7989,15000000,1877,4,2,2,East,Playground; Garden; Gym; Elevator; Pool; Concierge,6,9,42696,3.42,Premium,42.08,2026-03-24,113,Available,68,True,True,0
PROP00855,Pune,Magarpatta,Villa,7697,15000000,1948,3,1,11,South-West,Garden; Gym; Parking; Security; AC; Elevator; Concierge; Playground,8,4,42426,3.39,Premium,41.97,2024-06-15,305,Rented,118,True,False,0
PROP00856,Pune,Magarpatta,Studio,549,15000000,27322,0,1,4,South-West,Gym; Parking; Pool,3,7,57823,4.63,Premium,48.13,2026-02-28,82,Available,40,True,True,30000
PROP00857,Delhi,Gurgaon,Penthouse,9727,40000000,4112,5,2,19,South,Library; Parking; AC; Security; Gym; Pool,6,8,100932,3.03,Luxury,40.14,2026-03-18,214,Available,124,False,False,80000
PROP00858,Pune,Hinjewadi,Studio,328,15000000,45731,0,2,11,North-East,Gym; Security; AC; Library; Parking,5,5,48524,3.88,Premium,44.41,2025-02-27,310,Available,108,True,True,0
PROP00859,Delhi,South Delhi,Independent House,4151,40000000,9636,5,2,14,South-West,Parking; Elevator; Library; Pool,4,6,107831,3.23,Luxury,41.17,2025-07-16,211,Rented,85,True,False,0
PROP00860,Delhi,Pitampura,Villa,2830,40000000,14134,3,2,30,South,Elevator; Pool; Library; AC; Playground; Concierge; Parking,7,5,138059,4.14,Luxury,45.71,2025-04-20,174,Available,173,True,True,0
PROP00861,Pune,Hinjewadi,Independent House,4230,15000000,3546,2,2,17,North,Garden; Elevator; Security; Pool,4,6,43522,3.48,Premium,42.41,2026-02-23,256,Sold,165,False,True,0
PROP00862,Chennai,Besant Nagar,Independent House,3412,10000000,2930,5,3,15,South-East,Concierge; Library; Security; Playground; AC,5,8,31008,3.72,Premium,43.6,2025-09-11,139,Available,150,False,False,0
PROP00863,Mumbai,Dadar,Villa,4296,50000000,11638,4,2,5,North,Security; Playground; Gym; Elevator; AC,5,6,202107,4.85,Luxury,49.25,2024-08-19,45,Rented,160,False,True,0
PROP00864,Hyderabad,Madhapur,Independent House,4721,12000000,2541,4,3,12,North,Concierge; Parking; Pool; Library; Elevator,5,10,49616,4.96,Premium,49.81,2025-12-26,61,Available,180,False,True,0
PROP00865,Mumbai,Andheri,Apartment,1484,50000000,33692,2,1,25,South-East,Library; Pool; Security; Elevator,4,7,142790,3.43,Luxury,42.13,2026-03-18,337,Available,86,False,True,100000
PROP00866,Chennai,Anna Nagar,Apartment,2587,10000000,3865,1,2,30,South,Playground; Parking; AC; Gym; Library; Concierge; Garden,7,6,34283,4.11,Premium,45.57,2025-06-23,91,Available,101,False,False,0
PROP00867,Delhi,Pitampura,Studio,274,28482738,103951,0,2,6,North-West,Parking; Gym; Library; Concierge; Elevator; Pool; Security; Garden,8,7,98612,4.15,Luxury,45.77,2025-03-31,100,Sold,78,False,True,56965
PROP00868,Delhi,South Delhi,Apartment,2977,40000000,13436,3,1,26,North,AC; Pool; Gym; Parking; Library; Security,6,5,161384,4.84,Luxury,49.21,2025-01-04,34,Rented,62,False,True,0
PROP00869,Pune,Kondhwa,Villa,2982,15000000,5030,6,3,19,South,Garden; Pool; Elevator; Library; Concierge,5,5,41611,3.33,Premium,41.64,2026-04-09,319,Available,126,False,False,30000
PROP00870,Hyderabad,Banjara Hills,Villa,7905,12000000,1518,3,1,18,West,Concierge; Garden; Playground; Pool; Elevator; Parking; Security; AC,8,10,32967,3.3,Premium,41.48,2025-12-11,117,Sold,143,True,True,24000
PROP00871,Delhi,Noida,Studio,363,40000000,110192,1,1,4,South-East,Library; Elevator; Pool; Security,4,8,131302,3.94,Luxury,44.7,2026-02-10,24,Rented,147,True,False,0
PROP00872,Mumbai,Borivali,Villa,3637,50000000,13747,6,3,3,South-West,Concierge; Pool; Parking,3,8,178733,4.29,Luxury,46.45,2024-10-25,324,Available,173,True,True,0
PROP00873,Chennai,T Nagar,Studio,384,10000000,26041,1,2,15,East,Playground; Concierge; Security; Pool,4,5,41164,4.94,Premium,49.7,2025-10-05,83,Rented,66,True,True,0
PROP00874,Delhi,Gurgaon,Independent House,3794,40000000,10542,3,1,5,South-East,Playground; Library; Gym; Garden; Pool; Security; Parking; Concierge,8,9,160014,4.8,Luxury,49.0,2025-09-08,126,Sold,152,True,True,80000
PROP00875,Delhi,Dwarka,Studio,391,36040168,92174,0,1,0,South-East,Playground; Garden; Security; Library; Gym; Concierge,6,7,143468,4.78,Luxury,48.88,2026-03-02,206,Available,74,True,False,0
PROP00876,Bangalore,Marathahalli,Studio,586,30000000,51194,1,2,2,North-East,Security; Concierge; Gym; Parking; Library,5,6,114964,4.6,Luxury,47.99,2024-08-11,220,Sold,52,False,True,60000
PROP00877,Hyderabad,Gachibowli,Independent House,2851,12000000,4209,5,3,0,South-East,Pool; Library; Garden; Security; Parking; Concierge; AC,7,4,31203,3.12,Premium,40.6,2026-05-14,87,Sold,94,False,True,24000
PROP00878,Mumbai,Borivali,Studio,299,50000000,167224,0,1,4,South-West,Pool; Garden; AC; Library; Playground,5,9,176692,4.24,Luxury,46.2,2025-01-26,208,Available,146,True,False,100000
PROP00879,Mumbai,Bandra,Studio,501,50000000,99800,1,1,2,South-East,Parking; Elevator; Concierge; Playground; Garden; Gym; Library,7,9,205319,4.93,Luxury,49.64,2024-11-13,216,Sold,169,False,True,100000
PROP00880,Chennai,T Nagar,Penthouse,8720,10000000,1146,6,4,6,South-East,Elevator; Pool; Library,3,10,25514,3.06,Premium,40.31,2024-12-06,327,Sold,178,False,True,20000
PROP00881,Mumbai,Bandra,Apartment,1049,50000000,47664,1,1,11,North-East,Playground; Concierge; Library,3,6,171920,4.13,Luxury,45.63,2025-02-01,4,Sold,152,True,True,100000
PROP00882,Pune,Camp,Studio,452,15000000,33185,1,2,17,South,Library; Concierge; Elevator; Parking; Security; Garden; Playground; Pool,8,4,42532,3.4,Premium,42.01,2025-05-24,170,Available,95,True,True,0
PROP00883,Bangalore,Indiranagar,Independent House,4363,30000000,6876,3,2,6,South-West,Elevator; Library; Security,3,9,123144,4.93,Luxury,49.63,2025-02-17,333,Available,174,False,True,0
PROP00884,Bangalore,Indiranagar,Villa,2405,30000000,12474,5,3,23,South,Parking; Playground; AC,3,7,83055,3.32,Luxury,41.61,2025-03-17,121,Sold,106,True,False,0
PROP00885,Hyderabad,Kondapur,Penthouse,9885,12000000,1213,6,4,19,North-East,Playground; Security; Library; Elevator; Garden; Pool,6,6,45074,4.51,Premium,47.54,2025-07-19,38,Sold,95,False,True,0
PROP00886,Hyderabad,Kondapur,Penthouse,5003,12000000,2398,6,3,26,North-East,Security; Elevator; Concierge; Parking; Pool; AC; Library; Playground,8,5,45181,4.52,Premium,47.59,2024-07-10,115,Sold,67,True,False,0
